Mark Cousins,Carina Double Wide Media Storage Towers in Natural & Black,19462,-156.47,80.98,35,British Columbia,Storage & Organization,0.81
Giulietta Weimer,Staples® General Use 3-Ring Binders,19936,-9.82,1.88,1.49,British Columbia,Binders and Binder Accessories,0.37
Giulietta Weimer,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",19936,301.31,29.89,1.99,British Columbia,Computer Peripherals,0.5
Liz Price,"GE 4 Foot Flourescent Tube, 40 Watt",19972,-21.09,14.98,8.99,British Columbia,Office Furnishings,0.39
Sally Knutson,Eldon Image Series Black Desk Accessories,20038,-172.4,4.14,6.6,British Columbia,Office Furnishings,0.49
Liz Price,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",20389,883.29,260.98,41.91,British Columbia,Bookcases,0.59
Liz Price,Ultra Door Pull Handle,20389,-30.42,10.52,7.94,British Columbia,Office Furnishings,0.52
Liz Price,Xerox 1920,20389,-107.37,5.98,7.5,British Columbia,Paper,0.4
Gene Hale,Avery 498,20422,1.61,2.89,0.5,British Columbia,Labels,0.38
Shahid Shariari,Staples® General Use 3-Ring Binders,20676,-9.05,1.88,1.49,British Columbia,Binders and Binder Accessories,0.37
Justin Hirsh,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,20807,768.06,160.98,30,British Columbia,Chairs & Chairmats,0.62
Shahid Shariari,Newell 342,20838,-15.42,3.28,3.97,British Columbia,Pens & Art Supplies,0.56
Shahid Shariari,Fiskars® Softgrip Scissors,20838,11.82,10.98,3.37,British Columbia,"Scissors, Rulers and Trimmers",0.57
Giulietta Weimer,Micro Innovations 104 Keyboard,20960,-104.82,10.97,6.5,British Columbia,Computer Peripherals,0.64
Lela Donovan,Canon PC-428 Personal Copier,20961,1462.72,199.99,24.49,British Columbia,Copiers and Fax,0.46
Ralph Kennedy,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21350,-143.7,9.06,9.86,British Columbia,Paper,0.4
Vicky Freymann,Electrix Halogen Magnifier Lamp,21572,2861.01,194.3,11.54,British Columbia,Office Furnishings,0.59
Thomas Brumley,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",21671,87.51,45.19,1.99,British Columbia,Computer Peripherals,0.55
Ralph Kennedy,Hayes Optima 56K V.90 Internal Voice Modem,22657,3392.88,256.99,11.25,British Columbia,Computer Peripherals,0.51
Ralph Kennedy,Advantus Map Pennant Flags and Round Head Tacks,22657,-7.73,3.95,2,British Columbia,Rubber Bands,0.53
Ralph Kennedy,Xerox 1979,23207,42.5,30.98,8.74,British Columbia,Paper,0.4
Khloe Miller,Hoover Portapower™ Portable Vacuum,23940,-895.24,4.48,49,British Columbia,Appliances,0.6
Khloe Miller,"Global Leather & Oak Executive Chair, Burgundy",23940,-506.43,150.89,60.2,British Columbia,Chairs & Chairmats,0.77
Kristina Nunn,Staples 6 Outlet Surge,24450,-21.73,11.97,4.98,British Columbia,Appliances,0.58
Kristina Nunn,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",24450,-100.15,9.48,7.29,British Columbia,Office Furnishings,0.45
Kristina Nunn,Xerox 1903,24450,-12.88,5.98,5.79,British Columbia,Paper,0.36
Mark Cousins,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,24580,130.8,43.98,8.99,British Columbia,Pens & Art Supplies,0.58
Mark Cousins,Eldon Pizzaz™ Desk Accessories,24580,-31.45,2.23,4.57,British Columbia,Office Furnishings,0.41
Sally Knutson,Bevis 36 x 72 Conference Tables,24833,-818.77,124.49,51.94,British Columbia,Tables,0.63
Shahid Shariari,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",24933,-1142.2,100.98,57.38,British Columbia,Bookcases,0.78
Shahid Shariari,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",24933,39.64,10.14,2.27,British Columbia,Paper,0.36
Sally Knutson,Hon 2111 Invitation™ Series Corner Table,25031,-318.45,209.37,69,British Columbia,Tables,0.79
Sally Knutson,Staples Copy Paper (20Lb. and 84 Bright),25031,-41.7,4.98,4.7,British Columbia,Paper,0.38
Sally Knutson,Bevis Rectangular Conference Tables,25633,-582.43,145.98,51.92,British Columbia,Tables,0.69
Sally Knutson,Belkin F9M820V08 8 Outlet Surge,25635,145.48,42.98,4.62,British Columbia,Appliances,0.56
Sally Knutson,"Master Caster Door Stop, Gray",25635,-36.6,5.08,3.63,British Columbia,Office Furnishings,0.51
Justin Hirsh,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,25830,-21.29,4.06,6.89,British Columbia,Appliances,0.6
Justin Hirsh,Recycled Premium Regency Composition Covers,25830,-37.39,15.28,10.91,British Columbia,Binders and Binder Accessories,0.36
Khloe Miller,Hammermill Color Copier Paper (28Lb. and 96 Bright),26342,-128.69,9.99,11.59,British Columbia,Paper,0.4
Khloe Miller,Xerox 1937,26342,931.7,48.04,5.79,British Columbia,Paper,0.37
Khloe Miller,Xerox 1986,26342,-10.77,6.68,4.91,British Columbia,Paper,0.37
Shahid Shariari,Accessory12,26368,795.05,85.99,2.5,British Columbia,Telephones and Communication,0.35
Ralph Kennedy,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",26372,-74.64,29.89,1.99,British Columbia,Computer Peripherals,0.5
Giulietta Weimer,Microsoft Multimedia Keyboard,26756,-29.56,30.97,4,British Columbia,Computer Peripherals,0.74
Giulietta Weimer,Xerox 1894,26756,-103.77,6.48,6.22,British Columbia,Paper,0.37
Giulietta Weimer,Xerox 210,26756,-80.41,6.48,7.37,British Columbia,Paper,0.37
Heather Jas,BASF Silver 74 Minute CD-R,26851,-58.87,1.7,1.99,British Columbia,Computer Peripherals,0.51
Vicky Freymann,Accessory32,26981,142.98,55.99,1.25,British Columbia,Telephones and Communication,0.35
Vicky Freymann,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",26981,30.17,16.91,6.25,British Columbia,Storage & Organization,0.58
Philisse Overcash,Canon PC-428 Personal Copier,27298,2154.33,199.99,24.49,British Columbia,Copiers and Fax,0.46
Philisse Overcash,Xerox 190,27298,-54.36,4.98,4.86,British Columbia,Paper,0.38
Mark Cousins,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,27330,-118.54,55.5,52.2,British Columbia,Office Furnishings,0.72
Mark Cousins,Okidata ML390 Turbo Dot Matrix Printers,27330,2963.48,442.14,14.7,British Columbia,Office Machines,0.56
Shahid Hopkins,Colored Envelopes,27781,-11.39,3.69,2.5,British Columbia,Envelopes,0.39
Khloe Miller,"Career Cubicle Clock, 8 1/4"", Black",28225,-49.81,20.28,14.39,British Columbia,Office Furnishings,0.47
Mark Cousins,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",28389,344.61,30.93,3.92,British Columbia,Office Furnishings,0.44
Mark Cousins,Panasonic KX-P3200 Dot Matrix Printer,28389,322.66,297.48,18.06,British Columbia,Office Machines,0.6
Mark Cousins,Hon 94000 Series Round Tables,28389,-404.05,296.18,54.12,British Columbia,Tables,0.76
Mark Cousins,Xerox 196,28898,-207.36,5.78,7.96,British Columbia,Paper,0.36
Trudy Schmidt,Xerox 1919,28901,315.16,40.99,5.86,British Columbia,Paper,0.36
Rob Dowd,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",29185,-6.37,56.96,13.22,British Columbia,Appliances,0.56
Rob Dowd,Westinghouse Clip-On Gooseneck Lamps,29185,-261.45,8.37,10.16,British Columbia,Office Furnishings,0.59
Rob Dowd,Xerox 1893,29185,-25.31,40.99,17.48,British Columbia,Paper,0.36
Neil Knudson,Hewlett-Packard 2600DN Business Color Inkjet Printer,29408,251.58,119.99,56.14,British Columbia,Office Machines,0.39
Khloe Miller,Staples Plastic Wall Frames,29985,0.13,7.96,4.95,British Columbia,Office Furnishings,0.41
Rob Dowd,Vinyl Sectional Post Binders,29986,641.4,37.7,2.99,British Columbia,Binders and Binder Accessories,0.35
Cathy Armstrong,12-1/2 Diameter Round Wall Clock,30147,29.73,19.98,10.49,British Columbia,Office Furnishings,0.49
Mark Cousins,Round Ring Binders,30149,-6.82,2.08,1.49,British Columbia,Binders and Binder Accessories,0.38
Mark Cousins,"Metal Folding Chairs, Beige, 4/Carton",30149,-88.64,33.94,19.19,British Columbia,Chairs & Chairmats,0.58
Mark Cousins,9-3/4 Diameter Round Wall Clock,30149,-16.94,13.79,8.78,British Columbia,Office Furnishings,0.43
Thomas Brumley,StarTAC 6500,30310,4.9,125.99,8.8,British Columbia,Telephones and Communication,0.59
Greg Maxwell,i2000,31426,914.19,125.99,2.5,British Columbia,Telephones and Communication,0.6
Vicky Freymann,Ames Color-File® Green Diamond Border X-ray Mailers,31872,1409.87,83.98,5.01,British Columbia,Envelopes,0.38
Vicky Freymann,Hon Non-Folding Utility Tables,31872,-265.12,159.31,60,British Columbia,Tables,0.55
Shahid Shariari,Fiskars® Softgrip Scissors,31874,20.76,10.98,3.37,British Columbia,"Scissors, Rulers and Trimmers",0.57
Shahid Shariari,Bretford CR4500 Series Slim Rectangular Table,31874,275.93,348.21,84.84,British Columbia,Tables,0.66
Shahid Shariari,"Global Leather Task Chair, Black",31938,-304.47,89.99,42,British Columbia,Chairs & Chairmats,0.66
Shahid Shariari,"Master Giant Foot® Doorstop, Safety Yellow",31938,40.58,7.59,4,British Columbia,Office Furnishings,0.42
Tony Chapman,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,32582,595.38,105.34,24.49,British Columbia,Office Furnishings,0.61
Neil Knudson,Economy Binders,32611,-7.15,2.08,1.49,British Columbia,Binders and Binder Accessories,0.36
Neil Knudson,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,32611,232.78,180.98,30,British Columbia,Chairs & Chairmats,0.69
Neil Knudson,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,32611,68.9,53.98,5.5,British Columbia,Computer Peripherals,0.62
Neil Knudson,Xerox 1989,32611,-31.99,4.98,5.02,British Columbia,Paper,0.38
Neil Knudson,Avery 496,32901,17.7,3.75,0.5,British Columbia,Labels,0.37
Lela Donovan,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",33284,144.66,22.23,8.99,British Columbia,Office Furnishings,0.41
Mike Vittorini,Epson LQ-570e Dot Matrix Printer,33287,3909.33,270.97,28.06,British Columbia,Office Machines,0.56
Heather Jas,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",33732,-28.16,9.65,6.22,British Columbia,Office Furnishings,0.55
Justin Hirsh,Staples Battery-Operated Desktop Pencil Sharpener,34435,40.92,10.48,2.89,British Columbia,Pens & Art Supplies,0.6
Rob Dowd,Round Ring Binders,34852,-10.95,2.08,1.49,British Columbia,Binders and Binder Accessories,0.38
Justin Hirsh,Tuff Stuff™ Recycled Round Ring Binders,35649,3.9,4.82,1.49,British Columbia,Binders and Binder Accessories,0.36
Justin Hirsh,Xerox 1994,35649,-42.37,6.48,5.74,British Columbia,Paper,0.37
Lela Donovan,Lock-Up Easel 'Spel-Binder',36480,502.49,28.53,1.49,British Columbia,Binders and Binder Accessories,0.38
Ralph Kennedy,Avery 514,36803,30.76,2.88,0.99,British Columbia,Labels,0.36
Ralph Kennedy,Eldon® Wave Desk Accessories,36803,10.73,2.08,5.33,British Columbia,Office Furnishings,0.43
Ralph Kennedy,V8160,36803,-316.32,65.99,2.5,British Columbia,Telephones and Communication,0.56
Shahid Shariari,Hand-Finished Solid Wood Document Frame,36805,165.33,34.23,5.02,British Columbia,Office Furnishings,0.55
Shahid Shariari,g520,36805,226.72,65.99,5.26,British Columbia,Telephones and Communication,0.59
Rob Dowd,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",36834,-42.96,170.98,35.89,British Columbia,Bookcases,0.66
Chuck Clark,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,37410,8504.47,400.97,48.26,British Columbia,Office Machines,0.36
Giulietta Weimer,Avery Printable Repositionable Plastic Tabs,37729,-26.78,8.6,6.19,British Columbia,Binders and Binder Accessories,0.38
Khloe Miller,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",37988,-56.71,16.06,8.34,British Columbia,Storage & Organization,0.59
Shahid Shariari,TI 36X Solar Scientific Calculator,38690,169.89,23.99,6.3,British Columbia,Office Machines,0.38
Justin Hirsh,Euro Pro Shark Stick Mini Vacuum,38758,-219.61,60.98,49,British Columbia,Appliances,0.59
Khloe Miller,Dana Halogen Swing-Arm Architect Lamp,39332,-34.43,40.97,14.45,British Columbia,Office Furnishings,0.57
Ralph Kennedy,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,39745,-286.2,115.99,56.14,British Columbia,Office Machines,0.4
Shahid Hopkins,Belkin 6 Outlet Metallic Surge Strip,40134,-21.66,10.89,4.5,British Columbia,Appliances,0.59
Shahid Hopkins,"Memorex 4.7GB DVD-RAM, 3/Pack",40134,674.46,31.78,1.99,British Columbia,Computer Peripherals,0.42
Shahid Hopkins,Xerox 1949,40134,-6.72,4.98,4.72,British Columbia,Paper,0.36
Chuck Clark,"Seth Thomas 12"" Clock w/ Goldtone Case",40164,75.63,22.98,7.58,British Columbia,Office Furnishings,0.51
Bill Eplett,Xerox 1939,40608,55.82,18.97,9.54,British Columbia,Paper,0.37
Bill Eplett,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),40608,-89.88,5.28,5.66,British Columbia,Paper,0.4
Sarah Bern,Xerox 1894,40801,-56.15,6.48,6.22,British Columbia,Paper,0.37
Mark Cousins,Xerox 1979,40965,168.76,30.98,8.74,British Columbia,Paper,0.4
Lena Hernandez,Xerox 1894,41286,-96.7,6.48,6.22,British Columbia,Paper,0.37
Shahid Shariari,3M Organizer Strips,41412,-237.54,5.4,7.78,British Columbia,Binders and Binder Accessories,0.37
Khloe Miller,3M Hangers With Command Adhesive,41569,5.25,3.7,1.61,British Columbia,Office Furnishings,0.44
Bill Eplett,"Global High-Back Leather Tilter, Burgundy",41633,-1284.24,122.99,70.2,British Columbia,Chairs & Chairmats,0.74
Tony Chapman,Canon imageCLASS 2200 Advanced Copier,41895,-391.92,3499.99,24.49,British Columbia,Copiers and Fax,0.37
Bill Eplett,T28 WORLD,42112,201.03,195.99,8.99,British Columbia,Telephones and Communication,0.6
Shahid Hopkins,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,42177,47.42,28.99,8.59,British Columbia,Telephones and Communication,0.56
Shahid Hopkins,DAX Solid Wood Frames,42177,8.42,9.77,6.02,British Columbia,Office Furnishings,0.48
Cathy Armstrong,Xerox 1993,42339,-178.82,6.48,9.68,British Columbia,Paper,0.36
Bill Eplett,Xerox 1907,42342,49.67,12.28,5.09,British Columbia,Paper,0.38
Patrick O'Brill,Imation DVD-RAM discs,42947,-50.67,35.41,1.99,British Columbia,Computer Peripherals,0.43
Giulietta Weimer,Fellowes 17-key keypad for PS/2 interface,43079,-20.79,30.73,4,British Columbia,Computer Peripherals,0.75
Sally Knutson,GBC DocuBind P100 Manual Binding Machine,43111,1749.78,165.98,19.99,British Columbia,Binders and Binder Accessories,0.4
Marc Harrigan,Xerox 1974,43140,-49.53,5.98,5.14,British Columbia,Paper,0.36
John Grady,Serrated Blade or Curved Handle Hand Letter Openers,44098,-2.64,3.14,1.92,British Columbia,"Scissors, Rulers and Trimmers",0.84
Khloe Miller,"Seth Thomas 12"" Clock w/ Goldtone Case",44451,-19.26,22.98,7.58,Nova Scotia,Office Furnishings,0.51
Tony Chapman,Panasonic KP-150 Electric Pencil Sharpener,45059,371.28,37.74,2.9,Nova Scotia,Pens & Art Supplies,0.59
Tony Chapman,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,45059,-508.87,95.43,19.99,Nova Scotia,Storage & Organization,0.79
Ralph Kennedy,ACCOHIDE® Binder by Acco,45155,-150.26,4.13,5.34,Nova Scotia,Binders and Binder Accessories,0.38
Ralph Kennedy,Serrated Blade or Curved Handle Hand Letter Openers,45155,-54.25,3.14,1.92,Nova Scotia,"Scissors, Rulers and Trimmers",0.84
Trudy Schmidt,Verbatim DVD-R 4.7GB authoring disc,45317,486.9,39.24,1.99,Nova Scotia,Computer Peripherals,0.51
Trudy Schmidt,Hand-Finished Solid Wood Document Frame,45317,361.82,34.23,5.02,Nova Scotia,Office Furnishings,0.55
Gene Hale,Xerox 1894,45731,-30.06,6.48,6.22,Nova Scotia,Paper,0.37
Gene Hale,Accessory20,45731,1160.58,85.99,3.3,Nova Scotia,Telephones and Communication,0.37
Sarah Bern,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",46849,9.82,8.33,1.99,Nova Scotia,Computer Peripherals,0.52
Justin Hirsh,3M Polarizing Light Filter Sleeves,47108,187.15,18.65,3.77,Nova Scotia,Office Furnishings,0.39
Justin Hirsh,Canon P1-DHIII Palm Printing Calculator,47108,-43.74,17.98,8.51,Nova Scotia,Office Machines,0.4
Justin Hirsh,Xerox 1896,47108,9.95,9.99,4.78,Nova Scotia,Paper,0.4
Justin Hirsh,2180,47108,-382.57,175.99,8.99,Nova Scotia,Telephones and Communication,0.57
Liz Price,GBC VeloBinder Strips,47520,-64.41,7.68,6.16,Nova Scotia,Binders and Binder Accessories,0.35
Liz Price,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,47520,598.24,291.73,48.8,Nova Scotia,Chairs & Chairmats,0.56
Liz Price,Xerox Blank Computer Paper,47520,257.31,19.98,5.77,Nova Scotia,Paper,0.38
Greg Maxwell,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",47527,3064.51,243.98,43.32,Nova Scotia,Chairs & Chairmats,0.55
Marc Harrigan,8890,47713,858.58,115.99,5.92,Nova Scotia,Telephones and Communication,0.58
Sally Knutson,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,47750,-149.41,167.27,35,Nova Scotia,Storage & Organization,0.85
Giulietta Weimer,Novimex Fabric Task Chair,48452,-588.9,60.98,30,Nova Scotia,Chairs & Chairmats,0.7
Giulietta Weimer,U.S. Robotics 56K Internet Call Modem,48452,51.44,99.99,19.99,Nova Scotia,Computer Peripherals,0.5
Giulietta Weimer,"Eldon® Image Series Desk Accessories, Burgundy",48452,-192.56,4.18,6.92,Nova Scotia,Office Furnishings,0.49
Giulietta Weimer,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",48452,-44.79,4.91,4.97,Nova Scotia,Binders and Binder Accessories,0.38
Giulietta Weimer,Binder Clips by OIC,48452,5.77,1.48,0.7,Nova Scotia,Rubber Bands,0.37
Kristina Nunn,"Imation Neon Mac Format Diskettes, 10/Pack",49088,-47.69,8.12,2.83,Nova Scotia,Computer Peripherals,0.77
Kristina Nunn,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",49088,-425.14,279.48,35,Nova Scotia,Storage & Organization,0.8
Kristina Nunn,Xerox 1893,49088,214.23,40.99,17.48,Nova Scotia,Paper,0.36
Chuck Clark,Staples File Caddy,49223,-83.55,9.38,7.28,Nova Scotia,Storage & Organization,0.57
Sally Knutson,Belkin 6 Outlet Metallic Surge Strip,49634,-44.13,10.89,4.5,Nova Scotia,Appliances,0.59
Sally Knutson,"Memorex 4.7GB DVD+RW, 3/Pack",49634,-67.22,28.48,1.99,Nova Scotia,Computer Peripherals,0.4
Tanja Norvell,"Sauder Camden County Collection Libraries, Planked Cherry Finish",49987,-626.04,114.98,58.72,Nova Scotia,Bookcases,0.76
Tanja Norvell,Bush Advantage Collection® Round Conference Table,49987,-226.51,212.6,52.2,Nova Scotia,Tables,0.64
Sarah Bern,Avery Hole Reinforcements,50208,-12.13,6.23,6.97,Nova Scotia,Binders and Binder Accessories,0.36
Liz Price,Sharp EL500L Fraction Calculator,50338,28.7,13.99,7.51,Nova Scotia,Office Machines,0.39
Vicky Freymann,Accessory13,50945,192.29,35.99,1.25,Nova Scotia,Telephones and Communication,0.57
Philisse Overcash,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",51462,-13.95,28.15,8.99,Nova Scotia,Pens & Art Supplies,0.57
Justin Hirsh,TI 30X Scientific Calculator,51494,12.73,11.99,5.99,Nova Scotia,Office Machines,0.36
Patrick O'Brill,Belkin 105-Key Black Keyboard,51525,-36.24,19.98,4,Nova Scotia,Computer Peripherals,0.68
Patrick O'Brill,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",51525,104.22,34.76,8.22,Nova Scotia,Storage & Organization,0.57
Liz Price,Avery Non-Stick Binders,52933,50.04,4.49,1.49,Nova Scotia,Binders and Binder Accessories,0.39
Justin Hirsh,Xerox 1920,53025,-132.93,5.98,7.5,Nova Scotia,Paper,0.4
Cathy Armstrong,Coloredge Poster Frame,53894,107.02,14.2,5.3,Nova Scotia,Office Furnishings,0.46
Cathy Armstrong,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",53894,-1561.72,71.37,69,Nova Scotia,Tables,0.68
Cathy Armstrong,5125,53894,1252.48,200.99,8.08,Nova Scotia,Telephones and Communication,0.59
Heather Jas,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",53953,91.73,8.95,2.01,Nova Scotia,Paper,0.39
Justin Hirsh,Belkin Premiere Surge Master II 8-outlet surge protector,54304,118.32,48.58,3.99,Nova Scotia,Appliances,0.56
Lena Hernandez,"Global Stack Chair without Arms, Black",55075,-124.42,25.98,14.36,Nova Scotia,Chairs & Chairmats,0.6
Patrick O'Brill,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",55268,-47.83,4.89,4.93,Nova Scotia,Computer Peripherals,0.66
Kristina Nunn,"Hon Metal Bookcases, Putty",55367,-686.01,70.98,46.74,Nova Scotia,Bookcases,0.56
Kristina Nunn,Newell 309,55367,129.87,11.55,2.36,Nova Scotia,Pens & Art Supplies,0.55
Shahid Shariari,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,56321,-75.39,5.8,5.59,Nova Scotia,Binders and Binder Accessories,0.4
Justin Hirsh,"Fellowes Mobile Numeric Keypad, Graphite",56610,51.85,43.22,4,Nova Scotia,Computer Peripherals,0.64
Khloe Miller,Flat Face Poster Frame,56740,256.57,18.84,3.62,Nova Scotia,Office Furnishings,0.43
Paul MacIntyre,12 Colored Short Pencils,56901,-45.21,2.6,2.4,Nova Scotia,Pens & Art Supplies,0.58
Patrick O'Brill,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",57314,341.53,37.94,5.08,Nova Scotia,Paper,0.38
Patrick O'Brill,6340,57314,473.36,85.99,2.79,Nova Scotia,Telephones and Communication,0.58
Mike Vittorini,Ultra Door Pull Handle,57376,-168.38,10.52,7.94,Nova Scotia,Office Furnishings,0.52
Mike Vittorini,3390,57376,-223.21,65.99,5.31,Nova Scotia,Telephones and Communication,0.57
Liz Price,Avery 510,57671,3.96,3.75,0.5,Nova Scotia,Labels,0.37
Paul MacIntyre,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",57700,134.85,47.98,3.61,Nova Scotia,Computer Peripherals,0.71
John Grady,Xerox 194,58407,548.92,55.48,14.3,Nova Scotia,Paper,0.37
Ricardo Emerson,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",58593,-812.25,70.71,37.58,Nova Scotia,Office Furnishings,0.78
Chuck Clark,Avery 474,58884,23.14,2.88,0.99,Nova Scotia,Labels,0.36
Chuck Clark,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",58884,-1255.86,85.29,60,Nova Scotia,Tables,0.56
Sarah Bern,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",58913,-60.17,6.48,5.94,Nova Scotia,Paper,0.37
Kristina Nunn,Xerox 193,58978,-31.01,5.98,5.15,Nova Scotia,Paper,0.36
Matt Abelman,Nu-Dell Executive Frame,229,98.44,12.64,4.98,Nova Scotia,Office Furnishings,0.48
Sarah Jordon,Newell 326,706,0.82,1.76,0.7,Nova Scotia,Pens & Art Supplies,0.56
Sally Matthias,"O'Sullivan Elevations Bookcase, Cherry Finish",1285,-305.98,130.98,54.74,Nova Scotia,Bookcases,0.69
Sally Matthias,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1285,-277.29,218.75,69.64,Nova Scotia,Tables,0.77
Sally Matthias,Xerox 1973,1313,-83.75,22.84,16.92,Nova Scotia,Paper,0.39
Theone Pippenger,Hon 4-Shelf Metal Bookcases,1346,421.15,100.98,26.22,Nova Scotia,Bookcases,0.6
Art Ferguson,#10 Self-Seal White Envelopes,1699,39,11.09,5.25,Nova Scotia,Envelopes,0.36
Jack O'Briant,Ibico Covers for Plastic or Wire Binding Elements,2208,-26.99,11.5,7.19,Nova Scotia,Binders and Binder Accessories,0.4
Jack O'Briant,Hewlett Packard LaserJet 3310 Copier,2208,9097.65,599.99,24.49,Nova Scotia,Copiers and Fax,0.37
Nathan Cano,Hon Non-Folding Utility Tables,2656,-214.53,159.31,60,Nova Scotia,Tables,0.55
Nathan Cano,Accessory13,2656,237.14,35.99,1.25,Nova Scotia,Telephones and Communication,0.57
Michael Granlund,Xerox 1927,3361,-208.02,4.28,6.72,Nova Scotia,Paper,0.4
Michael Granlund,"Dixon My First Ticonderoga Pencil, #2",3361,-5.6,5.85,2.27,Nova Scotia,Pens & Art Supplies,0.56
Steve Carroll,Logitech Access Keyboard,3393,-5.57,15.98,4,Nova Scotia,Computer Peripherals,0.37
Steve Carroll,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3393,-36.47,9.48,7.29,Nova Scotia,Office Furnishings,0.45
Scott Williamson,Wilson Jones® Four-Pocket Poly Binders,4487,-79.42,6.54,5.27,Nova Scotia,Binders and Binder Accessories,0.36
Dennis Bolton,Satellite Sectional Post Binders,4579,749.22,43.41,2.99,Nova Scotia,Binders and Binder Accessories,0.39
Sean Wendt,Newell 346,5061,-2.21,2.88,0.7,Nova Scotia,Pens & Art Supplies,0.56
John Castell,"Bush Cubix Collection Bookcases, Fully Assembled",5092,-337.92,220.98,64.66,Nova Scotia,Bookcases,0.62
John Castell,Xerox 1892,5092,220.91,38.76,13.26,Nova Scotia,Paper,0.36
Art Ferguson,DIXON Oriole® Pencils,5511,-5.54,2.58,1.3,Nova Scotia,Pens & Art Supplies,0.59
Art Ferguson,StarTAC Series,5511,482.45,65.99,3.9,Nova Scotia,Telephones and Communication,0.55
Jack O'Briant,3.6 Cubic Foot Counter Height Office Refrigerator,5799,1882.2,294.62,42.52,Nova Scotia,Appliances,0.57
David Philippe,Accessory21,5890,435.95,20.99,0.99,Nova Scotia,Telephones and Communication,0.37
Chad Sievert,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",6596,8157.7,500.98,28.14,Nova Scotia,Office Machines,0.38
Matt Abelman,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",7015,775.88,40.98,1.99,Nova Scotia,Computer Peripherals,0.44
Matt Abelman,T65,7015,2374.73,195.99,4.2,Nova Scotia,Telephones and Communication,0.56
Shaun Weien,"GBC Laser Imprintable Binding System Covers, Desert Sand",7106,-12.77,14.27,7.27,Nova Scotia,Binders and Binder Accessories,0.38
Shaun Weien,Gyration RF Keyboard,7106,1669.38,159.99,5.5,Nova Scotia,Computer Peripherals,0.49
Shaun Weien,Fellowes Super Stor/Drawer®,7106,-386.02,27.75,19.99,Nova Scotia,Storage & Organization,0.67
Maya Herman,StarTAC 8000,8007,-800.25,205.99,8.99,Nova Scotia,Telephones and Communication,0.6
David Philippe,Epson DFX5000+ Dot Matrix Printer,8257,-2561.32,1500.97,29.7,Nova Scotia,Office Machines,0.57
David Philippe,Xerox 1910,8257,373.67,48.04,5.09,Nova Scotia,Paper,0.37
